path,heading,longitude,latitude,quarternion0,quarternion1,quarternion2,quarternion3,vel0,vel1,vel2,steering,throttle,brake,speed
IMG/15395510-1489358452093198.jpeg,0,-2.135204,0.690045,0.011383,0.013082,0.012462,0.999772,0.032699,0.040314,0.024133,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.0572437323
IMG/15395510-1489358452134192.jpeg,0,-2.135204,0.690045,0.011415,0.013078,0.012798,0.999767,0.03334,0.040238,0.030802,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.0606581853
IMG/15395510-1489358452174167.jpeg,0,-2.135204,0.690045,0.01144,0.013179,0.013832,0.999752,0.033138,0.039527,0.029377,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.059359236
IMG/15395510-1489358452213189.jpeg,0,-2.135204,0.690045,0.011476,0.013175,0.016356,0.999714,0.029777,0.031259,0.022422,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.0486471057
IMG/15395510-1489358452253183.jpeg,0,-2.135204,0.690045,0.011465,0.013184,0.016715,0.999708,0.026745,0.027617,0.015955,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.0416239803
IMG/15395510-1489358452293221.jpeg,0,-2.135204,0.690045,0.011501,0.013086,0.017641,0.999693,0.024353,0.026159,0.011953,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.0376860199
IMG/15395510-1489358452333184.jpeg,0,-2.135204,0.690045,0.011486,0.013206,0.018039,0.999684,0.025171,0.027334,0.016908,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.0408241015
IMG/15395510-1489358452373183.jpeg,0,-2.135204,0.690045,0.011478,0.013161,0.018824,0.99967,0.024618,0.025681,0.013626,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.0380949808
IMG/15395510-1489358452413164.jpeg,0,-2.135204,0.690045,0.011465,0.013244,0.019454,0.999657,0.022717,0.02794,0.006802,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.0366465946
IMG/15395510-1489358452453191.jpeg,0,-2.135204,0.690045,0.011514,0.013193,0.020049,0.999646,0.024602,0.027406,0.005709,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.0372684843
IMG/15395510-1489358452493174.jpeg,0,-2.135204,0.690045,0.011511,0.013263,0.020493,0.999636,0.022424,0.027296,0.001459,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.0353558492
IMG/15395510-1489358452533380.jpeg,0,-2.135204,0.690045,0.011532,0.01324,0.021868,0.999607,0.024481,0.027874,0.008753,-7.08982323858539E+021,-7.08983224578465E+021,-7.08983224578465E+021,0.0381168499
IMG/15395510-1489358452573161.jpeg,0,-2.135204,0.690045,0.011523,0.013252,0.022247,0.999598,0.023723,0.025856,0.012458,5.962045,-7.08983224578465E+021,0,0.03723594
IMG/15395510-1489358452613195.jpeg,0,-2.135204,0.690045,0.011564,0.013222,0.023719,0.999564,0.024331,0.022258,0.016269,5.965535,-7.08983224578465E+021,0,0.0367708646
IMG/15395510-1489358452653161.jpeg,0,-2.135204,0.690045,0.011511,0.013315,0.024433,0.999546,0.024455,0.021673,0.017255,5.962045,-7.08983224578465E+021,0,0.0369526857
IMG/15395510-1489358452693189.jpeg,0,-2.135204,0.690045,0.011544,0.013269,0.025675,0.999516,0.024148,0.019394,0.012848,5.965535,-7.08983224578465E+021,0,0.0335309446
IMG/15395510-1489358452733348.jpeg,0,-2.135204,0.690045,0.011477,0.013363,0.026095,0.999504,0.026072,0.021166,0.017712,5.969026,-7.08983224578465E+021,0,0.0379666128
IMG/15395510-1489358452774294.jpeg,0,-2.135204,0.690045,0.011498,0.013264,0.026362,0.999498,0.024091,0.019129,0.018097,5.969026,-7.08983224578465E+021,0,0.0356902834
IMG/15395510-1489358452813184.jpeg,0,-2.135204,0.690045,0.011491,0.013349,0.026889,0.999483,0.024602,0.019483,0.018269,5.965535,-7.08983224578465E+021,0,0.0363125606
IMG/15395510-1489358452853165.jpeg,0,-2.135204,0.690045,0.011479,0.013287,0.02762,0.999464,0.025097,0.019814,0.016991,5.962045,-7.08983224578465E+021,0,0.0362097789
IMG/15395510-1489358452894181.jpeg,0,-2.135204,0.690045,0.011467,0.013328,0.028035,0.999452,0.024675,0.021209,0.012167,5.96728,-7.08983224578465E+021,0,0.0347377776
IMG/15395510-1489358452933173.jpeg,0,-2.135204,0.690045,0.011435,0.013251,0.028217,0.999449,0.026502,0.021562,0.015578,5.962045,-7.08983224578465E+021,0,0.0375493
IMG/15395510-1489358452973182.jpeg,0,-2.135204,0.690045,0.011427,0.013368,0.028175,0.999448,0.026126,0.025702,0.013111,5.962045,-7.08983224578465E+021,0,0.0389237588
IMG/15395510-1489358453013218.jpeg,0,-2.135204,0.690045,0.011546,0.013344,0.028839,0.999428,0.022816,0.023359,0.009745,5.96728,-7.08983224578465E+021,0,0.0340760585
IMG/15395510-1489358453053175.jpeg,0,-2.135204,0.690045,0.011539,0.013425,0.029239,0.999416,0.025183,0.026399,0.008855,5.965535,-7.08983224578465E+021,0,0.0375433312
IMG/15395510-1489358453093229.jpeg,0,-2.135204,0.690045,0.011569,0.013433,0.029464,0.999409,0.02363,0.026587,0.010223,5.962045,-7.08983224578465E+021,0,0.037010204
IMG/15395510-1489358453133276.jpeg,0,-2.135204,0.690045,0.011601,0.013478,0.029617,0.999403,0.026025,0.028301,0.013803,5.962045,-7.08983224578465E+021,0,0.0408505818
IMG/15395510-1489358453173168.jpeg,0,-2.135204,0.690045,0.01165,0.013334,0.029991,0.999393,0.024492,0.029045,0.013266,5.965535,-7.08983224578465E+021,0,0.0402424756
IMG/15395510-1489358453213164.jpeg,0,-2.135204,0.690045,0.011814,0.013335,0.030539,0.999375,0.025908,0.027656,0.008802,5.962045,-7.08983224578465E+021,0,0.0389044214
IMG/15395510-1489358453253271.jpeg,0,-2.135204,0.690045,0.011853,0.013302,0.030985,0.999361,0.023471,0.028372,0.00902,5.965535,-7.08983224578465E+021,0,0.0379106664
IMG/15395510-1489358453293172.jpeg,0,-2.135204,0.690045,0.011864,0.013291,0.03108,0.999358,0.025021,0.027828,0.007523,5.965535,-7.08983224578465E+021,0,0.0381712399
IMG/15395510-1489358453333308.jpeg,0,-2.135204,0.690045,0.011858,0.013266,0.031455,0.999347,0.023821,0.028265,0.012228,5.96728,-7.08983224578465E+021,0,0.0389342298
IMG/15395510-1489358453373210.jpeg,0,-2.135204,0.690045,0.011871,0.013275,0.031837,0.999334,0.025443,0.029648,0.011392,5.962045,-7.08983224578465E+021,0,0.0406955503
IMG/15395510-1489358453413202.jpeg,0,-2.135204,0.690045,0.011959,0.013304,0.032185,0.999322,0.025748,0.029971,0.006496,5.96728,-7.08983224578465E+021,0,0.0400427067
IMG/15395510-1489358453453189.jpeg,0,-2.135204,0.690045,0.012005,0.013337,0.0325,0.999311,0.026759,0.030482,-0.003159,5.962045,-7.08983224578465E+021,0,0.0406838504
IMG/15395510-1489358453493196.jpeg,0,-2.135204,0.690045,0.011833,0.013312,0.032925,0.999299,0.02127,0.032851,-0.006045,5.96728,-7.08983224578465E+021,0,0.0395997869
IMG/15395510-1489358453533176.jpeg,0,-2.135204,0.690045,0.011807,0.013421,0.033278,0.999286,0.029121,0.033923,0.005421,5.969026,-7.08983224578465E+021,0,0.0450354284
IMG/15395510-1489358453573200.jpeg,0,-2.135204,0.690045,0.011084,0.013467,0.033676,0.999281,0.024665,0.036535,0.007763,5.965535,-7.08983224578465E+021,0,0.0447597209
IMG/15395510-1489358453613183.jpeg,0,-2.135204,0.690045,0.011305,0.013472,0.034137,0.999262,0.034217,0.021687,-0.004534,5.969026,-7.08983224578465E+021,0,0.0407637856
IMG/15395510-1489358453653217.jpeg,0,-2.135204,0.690045,0.012111,0.013418,0.034242,0.99925,0.026786,0.025044,0.013542,5.965535,-7.08983224578465E+021,0,0.0390906318
IMG/15395510-1489358453693189.jpeg,0,-2.135204,0.690045,0.011886,0.013441,0.03422,0.999253,0.021429,0.025827,0.010954,5.96379,-7.08983224578465E+021,0,0.0353019275
IMG/15395510-1489358453733164.jpeg,0,-2.135204,0.690045,0.012062,0.013457,0.034828,0.99923,0.025235,0.02783,0.013902,5.96728,-7.08983224578465E+021,0,0.0400572057
IMG/15395510-1489358453774028.jpeg,0,-2.135204,0.690045,0.011902,0.013494,0.035166,0.999219,0.022952,0.024826,0.014011,5.965535,-7.08983224578465E+021,0,0.0365982609
IMG/15395510-1489358453813178.jpeg,0,-2.135204,0.690045,0.01202,0.01343,0.03566,0.999201,0.027043,0.024131,0.010517,5.965535,-7.08983224578465E+021,0,0.0377390554
IMG/15395510-1489358453852186.jpeg,0,-2.135204,0.690045,0.011436,0.01372,0.035913,0.999195,0.027705,0.024958,0.025102,5.962045,-7.08983224578465E+021,0,0.0449508531
IMG/15395510-1489358453893206.jpeg,0,-2.135204,0.690045,0.010833,0.014169,0.036175,0.999186,0.031486,0.025615,0.016529,5.965535,-7.08983224578465E+021,0,0.0438258401
IMG/15395510-1489358453933211.jpeg,0,-2.135204,0.690045,0.010855,0.014186,0.036863,0.999161,0.025547,0.023011,0.01391,5.965535,-7.08983224578465E+021,0,0.0370896674
IMG/15395510-1489358453972171.jpeg,0,-2.135204,0.690045,0.010815,0.014093,0.03724,0.999148,0.0231,0.02283,0.019428,5.965535,-7.08983224578465E+021,0,0.0378452914
IMG/15395510-1489358454012184.jpeg,0,-2.135204,0.690045,0.010568,0.014049,0.0374,0.999146,0.022136,0.023864,0.020776,5.965535,-7.08983224578465E+021,0,0.0386152194
IMG/15395510-1489358454052190.jpeg,0,-2.135204,0.690045,0.010437,0.013892,0.037787,0.999135,0.023342,0.02268,0.014019,5.965535,-7.08983224578465E+021,0,0.0354367567
IMG/15395510-1489358454092169.jpeg,0,-2.135204,0.690045,0.010499,0.01394,0.03795,0.999127,0.025151,0.024028,0.009923,5.96728,-7.08983224578465E+021,0,0.0361715843
IMG/15395510-1489358454132201.jpeg,0,-2.135204,0.690045,0.010521,0.013943,0.038189,0.999118,0.026045,0.024579,0.015123,5.96728,-7.08983224578465E+021,0,0.0388738266
IMG/15395510-1489358454172172.jpeg,0,-2.135204,0.690045,0.010473,0.014063,0.038603,0.999101,0.026483,0.023675,0.0152,5.962045,-7.08983224578465E+021,0,0.0386379983
IMG/15395510-1489358454213165.jpeg,0,-2.135204,0.690045,0.010466,0.014067,0.03884,0.999092,0.027451,0.023635,0.012548,5.965535,-7.08983224578465E+021,0,0.0383356613
IMG/15395510-1489358454252191.jpeg,0,-2.135204,0.690045,0.010524,0.01409,0.039077,0.999081,0.026506,0.022755,0.010763,5.965535,-7.08983224578465E+021,0,0.0365540727
IMG/15395510-1489358454292171.jpeg,0,-2.135204,0.690045,0.010498,0.014103,0.038839,0.999091,0.024477,0.023838,0.012464,5.962045,-7.08983224578465E+021,0,0.0363692874
IMG/15395510-1489358454332185.jpeg,0,-2.135204,0.690045,0.010517,0.014126,0.038954,0.999086,0.026651,0.024366,0.021507,5.965535,-7.08983224578465E+021,0,0.0420300941
IMG/15395510-1489358454372211.jpeg,0,-2.135204,0.690045,0.010522,0.01414,0.039396,0.999068,0.025199,0.023022,0.013629,5.96728,-7.08983224578465E+021,0,0.0367525744
IMG/15395510-1489358454412169.jpeg,0,-2.135204,0.690045,0.010454,0.01415,0.039551,0.999063,0.025862,0.027076,0.01272,5.965535,-7.08983224578465E+021,0,0.0395442944
IMG/15395510-1489358454453202.jpeg,0,-2.135204,0.690045,0.01061,0.014074,0.039485,0.999065,0.024086,0.026412,0.010243,5.965535,-7.08983224578465E+021,0,0.0371839776
IMG/15395510-1489358454492192.jpeg,0,-2.135204,0.690045,0.010486,0.014075,0.039659,0.999059,0.018906,0.029853,0.010906,5.965535,-7.08983224578465E+021,0,0.0369807961
IMG/15395510-1489358454532238.jpeg,0,-2.135204,0.690045,0.010405,0.014041,0.039904,0.999051,0.026967,0.026681,0.016621,5.965535,-7.08983224578465E+021,0,0.0414168141
IMG/15395510-1489358454572191.jpeg,0,-2.135204,0.690045,0.010307,0.014029,0.040309,0.999036,0.023916,0.026751,0.020823,5.96728,-7.08983224578465E+021,0,0.0414872075
IMG/15395510-1489358454612235.jpeg,0,-2.135204,0.690045,0.010097,0.014053,0.040645,0.999024,0.025185,0.026915,0.020517,5.962045,-7.08983224578465E+021,0,0.0421858832
IMG/15395510-1489358454652172.jpeg,0,-2.135204,0.690045,0.010115,0.013965,0.041029,0.999009,0.025604,0.023941,0.014246,5.969026,-7.08983224578465E+021,0,0.0378376111
IMG/15395510-1489358454692175.jpeg,0,-2.135204,0.690045,0.010254,0.01389,0.041238,0.999,0.023753,0.023808,0.013704,5.962045,-7.08983224578465E+021,0,0.036315637
IMG/15395510-1489358454734814.jpeg,0,-2.135204,0.690045,0.010338,0.013871,0.041273,0.998998,0.025001,0.023964,0.023966,5.962045,-7.08983224578465E+021,0,0.0421152283
IMG/15395510-1489358454772942.jpeg,0,-2.135204,0.690045,0.010497,0.013857,0.041641,0.998981,0.026813,0.020264,0.01805,5.969026,-7.08983224578465E+021,0,0.038149301
IMG/15395510-1489358454812177.jpeg,0,-2.135204,0.690045,0.010865,0.013939,0.041811,0.998969,0.021747,0.019447,0.018309,5.965535,-7.08983224578465E+021,0,0.0344432475
IMG/15395510-1489358454852174.jpeg,0,-2.135204,0.690045,0.01075,0.013994,0.041989,0.998962,0.022603,0.023554,0.028065,5.965535,-7.08983224578465E+021,0,0.0430503281
IMG/15395510-1489358454892167.jpeg,0,-2.135204,0.690045,0.010204,0.014236,0.042328,0.99895,0.021434,0.022769,0.025841,5.965535,-7.08983224578465E+021,0,0.0405660079
IMG/15395510-1489358454932180.jpeg,0,-2.135204,0.690045,0.010262,0.014361,0.042772,0.998929,0.023216,0.020203,0.025352,5.965535,-7.08983224578465E+021,0,0.039873146
IMG/15395510-1489358454972176.jpeg,0,-2.135204,0.690045,0.009568,0.014602,0.043157,0.998916,0.024169,0.024427,0.03501,5.962045,-7.08983224578465E+021,0,0.0490562839
IMG/15395510-1489358455013536.jpeg,0,-2.135204,0.690045,0.009204,0.01504,0.043319,0.998906,0.024547,0.022224,0.024543,5.965535,-7.08983224578465E+021,0,0.041216747
IMG/15395510-1489358455052792.jpeg,0,-2.135204,0.690045,0.009146,0.015187,0.043715,0.998887,0.023095,0.026053,0.001241,5.96728,-7.08983224578465E+021,0,0.0348378805
IMG/15395510-1489358455092177.jpeg,0,-2.135204,0.690045,0.009169,0.015347,0.044037,0.99887,0.020509,0.024784,-0.007037,5.965535,-7.08983224578465E+021,0,0.0329300031
IMG/15395510-1489358455132193.jpeg,0,-2.135204,0.690045,0.00914,0.015381,0.044423,0.998852,0.02282,0.027259,0.001431,5.96728,-7.08983224578465E+021,0,0.0355788314
IMG/15395510-1489358455172210.jpeg,0,-2.135204,0.690045,0.008982,0.015641,0.04488,0.99883,0.027102,0.028186,0.003359,5.962045,-7.08983224578465E+021,0,0.0392460429
IMG/15395510-1489358455212216.jpeg,0,-2.135204,0.690045,0.008759,0.015957,0.045251,0.99881,0.02856,0.028906,-0.004078,5.962045,-7.08983224578465E+021,0,0.0408394481
IMG/15395510-1489358455252204.jpeg,0,-2.135204,0.690045,0.008761,0.01601,0.045587,0.998794,0.025654,0.026942,0.002063,5.965535,-7.08983224578465E+021,0,0.0372592948
IMG/15395510-1489358455292162.jpeg,0,-2.135204,0.690045,0.008762,0.015922,0.04585,0.998783,0.026625,0.029796,0.01103,5.962045,-7.08983224578465E+021,0,0.0414530233
IMG/15395510-1489358455332166.jpeg,0,-2.135204,0.690045,0.008783,0.01595,0.046269,0.998763,0.028673,0.030371,0.023419,5.962045,-7.08983224578465E+021,0,0.0478851556
IMG/15395510-1489358455373079.jpeg,0,-2.135204,0.690045,0.008764,0.015989,0.046608,0.998747,0.029273,0.031044,0.026197,5.962045,-7.08983224578465E+021,0,0.0500691649
IMG/15395510-1489358455412177.jpeg,0,-2.135204,0.690045,0.008884,0.015986,0.046775,0.998738,0.027498,0.030168,0.02545,5.962045,-7.08983224578465E+021,0,0.0481035417
IMG/15395510-1489358455452157.jpeg,0,-2.135204,0.690045,0.008948,0.015788,0.047048,0.998728,0.024173,0.029766,0.021845,5.965535,-7.08983224578465E+021,0,0.0441310855
IMG/15395510-1489358455492193.jpeg,0,-2.135204,0.690045,0.009029,0.015857,0.047404,0.998709,0.027693,0.02928,0.017602,5.965535,-7.08983224578465E+021,0,0.0439778473
IMG/15395510-1489358455532165.jpeg,0,-2.135204,0.690045,0.008958,0.01586,0.047675,0.998697,0.030351,0.028733,0.02514,5.962045,-7.08983224578465E+021,0,0.0487728212
IMG/15395510-1489358455573176.jpeg,0,-2.135204,0.690045,0.008932,0.015919,0.048035,0.998679,0.026971,0.028391,0.022506,5.962045,-7.08983224578465E+021,0,0.0451664008
IMG/15395510-1489358455612193.jpeg,0,-2.135204,0.690045,0.008896,0.015914,0.04846,0.998659,0.025115,0.025574,0.0207,5.962045,-7.08983224578465E+021,0,0.0413918193
IMG/15395510-1489358455652176.jpeg,0,-2.135204,0.690045,0.008935,0.015948,0.048859,0.998638,0.024297,0.024096,0.009594,5.962045,-7.08983224578465E+021,0,0.0355387994
IMG/15395510-1489358455692188.jpeg,0,-2.135204,0.690045,0.008911,0.015903,0.049116,0.998627,0.022159,0.024634,0.004278,5.962045,-7.08983224578465E+021,0,0.0334089288
IMG/15395510-1489358455732170.jpeg,0,-2.135204,0.690045,0.00897,0.015941,0.04954,0.998605,0.025132,0.025337,0.009688,5.962045,-7.08983224578465E+021,0,0.0369788904
IMG/15395510-1489358455772176.jpeg,0,-2.135204,0.690045,0.008947,0.016014,0.049943,0.998584,0.026745,0.021782,0.008875,5.962045,-7.08983224578465E+021,0,0.0356162347
IMG/15395510-1489358455812174.jpeg,0,-2.135204,0.690045,0.008947,0.016049,0.050211,0.99857,0.02243,0.019042,0.004948,5.962045,-7.08983224578465E+021,0,0.0298359744
IMG/15395510-1489358455852165.jpeg,0,-2.135204,0.690045,0.008866,0.01603,0.050421,0.99856,0.024114,0.020309,0.000618,5.962045,-7.08983224578465E+021,0,0.0315328781
IMG/15395510-1489358455892191.jpeg,0,-2.135204,0.690045,0.008933,0.016143,0.050729,0.998542,0.024995,0.020449,-0.004619,5.956809,-7.08983224578465E+021,0,0.0326227955
IMG/15395510-1489358455932249.jpeg,0,-2.135204,0.690045,0.00891,0.016109,0.051051,0.998526,0.025265,0.023328,0.002386,5.965535,-7.08983224578465E+021,0,0.0344704048
IMG/15395510-1489358455972162.jpeg,0,-2.135204,0.690045,0.008853,0.016271,0.051428,0.998505,0.0282,0.023134,-0.005684,5.956809,-7.08983224578465E+021,0,0.0369151705
IMG/15395510-1489358456013176.jpeg,0,-2.135204,0.690045,0.008624,0.016119,0.052006,0.99848,0.031136,0.015213,-0.009728,5.962045,-7.08983224578465E+021,0,0.0359933306
IMG/15395510-1489358456052239.jpeg,0,-2.135204,0.690045,0.008619,0.016163,0.052252,0.998466,0.029607,0.017562,-0.008608,5.962045,-7.08983224578465E+021,0,0.0354837422
IMG/15395510-1489358456091198.jpeg,0,-2.135204,0.690045,0.008412,0.016063,0.052451,0.998459,0.029074,0.015723,-0.005255,5.960299,-7.08983224578465E+021,0,0.033468272
IMG/15395510-1489358456131702.jpeg,0,-2.135204,0.690045,0.008508,0.016132,0.05273,0.998442,0.031027,0.01971,0.003363,5.962045,-7.08983224578465E+021,0,0.0369116323
IMG/15395510-1489358456172184.jpeg,0,-2.135204,0.690045,0.008487,0.016139,0.053111,0.998422,0.031624,0.015336,0.003409,5.960299,-7.08983224578465E+021,0,0.0353113516
IMG/15395510-1489358456212205.jpeg,0,-2.135204,0.690045,0.008504,0.016225,0.053418,0.998404,0.031721,0.016124,0.004036,5.962045,-7.08983224578465E+021,0,0.0358119326
IMG/15395510-1489358456251173.jpeg,0,-2.135204,0.690045,0.00858,0.016126,0.053718,0.998389,0.032344,0.012895,0.007579,5.956809,-7.08983224578465E+021,0,0.0356350474
IMG/15395510-1489358456291190.jpeg,0,-2.135204,0.690045,0.008611,0.016273,0.054051,0.998368,0.033675,0.012383,0.010321,5.962045,-7.08983224578465E+021,0,0.037334533
IMG/15395510-1489358456331180.jpeg,0,-2.135204,0.690045,0.008988,0.016184,0.05433,0.998351,0.043666,0.010411,0.020165,5.956809,-7.08983224578465E+021,0,0.0492111339
IMG/15395510-1489358456371181.jpeg,0,-2.135204,0.690045,0.008895,0.016241,0.05479,0.998326,0.032393,0.012234,0.026063,5.962045,-7.08983224578465E+021,0,0.0433388645
IMG/15395510-1489358456411183.jpeg,0,-2.135204,0.690045,0.008948,0.01618,0.055058,0.998312,0.036653,0.010043,0.026299,5.962045,-7.08983224578465E+021,0,0.0462162489
IMG/15395510-1489358456451679.jpeg,0,-2.135204,0.690045,0.008954,0.016234,0.055286,0.998298,0.034988,0.010516,0.016999,5.960299,-7.08983224578465E+021,0,0.0402953149
IMG/15395510-1489358456491180.jpeg,0,-2.135204,0.690045,0.00936,0.016094,0.055531,0.998283,0.034072,0.006604,0.006697,5.962045,-7.08983224578465E+021,0,0.0353463408
IMG/15395510-1489358456532173.jpeg,0,-2.135204,0.690045,0.010344,0.015664,0.055583,0.998278,0.03202,0.004867,0.016436,5.962045,-7.08983224578465E+021,0,0.0363195565
IMG/15395510-1489358456571163.jpeg,0,-2.135204,0.690045,0.010284,0.01554,0.05594,0.99826,0.038344,0.011418,0.038138,5.962045,-7.08983224578465E+021,0,0.0552733218
IMG/15395510-1489358456611206.jpeg,0,-2.135204,0.690045,0.010248,0.01564,0.055965,0.998258,0.035782,0.007909,0.023986,5.962045,-7.08983224578465E+021,0,0.0437976255
IMG/15395510-1489358456651199.jpeg,0,-2.135204,0.690045,0.010152,0.015607,0.056215,0.998245,0.03282,0.00775,0.013927,5.962045,-7.08983224578465E+021,0,0.0364852878
IMG/15395510-1489358456691170.jpeg,0,-2.135204,0.690045,0.009789,0.015469,0.056431,0.998239,0.027669,0.004516,0.010447,5.962045,-7.08983224578465E+021,0,0.0299183493
IMG/15395510-1489358456731180.jpeg,0,-2.135204,0.690045,0.010039,0.015433,0.056509,0.998232,0.04558,0.004921,0.016729,5.962045,-7.08983224578465E+021,0,0.0488017631
IMG/15395510-1489358456771175.jpeg,0,-2.135204,0.690045,0.010016,0.0157,0.057008,0.9982,0.039111,0.008878,0.024581,5.962045,-7.08983224578465E+021,0,0.0470395022
IMG/15395510-1489358456811182.jpeg,0,-2.135204,0.690045,0.009899,0.015495,0.057156,0.998196,0.029906,0.007842,0.018054,5.962045,-7.08983224578465E+021,0,0.0358024122
IMG/15395510-1489358456852196.jpeg,0,-2.135204,0.690045,0.009682,0.015637,0.057357,0.998184,0.043795,0.00913,0.011459,5.962045,-7.08983224578465E+021,0,0.0461808143
IMG/15395510-1489358456931173.jpeg,0,-2.135204,0.690045,0.009793,0.015536,0.057943,0.998151,0.038344,0.004772,0.014805,5.956809,-7.08983224578465E+021,0,0.0413790085
IMG/15395510-1489358456971181.jpeg,0,-2.135204,0.690045,0.009897,0.015482,0.058306,0.99813,0.042164,0.008888,0.021096,5.958554,-7.08983224578465E+021,0,0.0479775016
IMG/15395510-1489358457011172.jpeg,0,-2.135204,0.690045,0.00975,0.015648,0.058652,0.998108,0.037511,0.003734,0.013203,5.960299,-7.08983224578465E+021,0,0.039941671
IMG/15395510-1489358457051256.jpeg,0,-2.135204,0.690045,0.009928,0.015507,0.05874,0.998103,0.034656,0.00603,0.018425,5.962045,-7.08983224578465E+021,0,0.0397099466
IMG/15395510-1489358457091208.jpeg,0,-2.135204,0.690045,0.009831,0.015554,0.059052,0.998085,0.042016,0.001789,0.016586,5.962045,-7.08983224578465E+021,0,0.0452066386
IMG/15395510-1489358457131192.jpeg,0,-2.135204,0.690045,0.009981,0.015666,0.059393,0.998062,0.042464,0.006949,0.018008,5.962045,-7.08983224578465E+021,0,0.0466451279
IMG/15395510-1489358457171170.jpeg,0,-2.135204,0.690045,0.009892,0.01553,0.05979,0.998041,0.027838,-0.002131,0.024553,5.960299,-7.08983224578465E+021,0,0.0371799034
IMG/15395510-1489358457211174.jpeg,0,-2.135204,0.690045,0.00975,0.015537,0.060043,0.998027,0.040912,0.007618,0.024247,5.960299,-7.08983224578465E+021,0,0.0481637071
IMG/15395510-1489358457251168.jpeg,0,-2.135204,0.690045,0.009779,0.015514,0.060352,0.998009,0.037813,0.000383,0.028869,5.962045,-7.08983224578465E+021,0,0.0475750861
IMG/15395510-1489358457291162.jpeg,0,-2.135204,0.690045,0.009746,0.015448,0.060531,0.997999,0.037378,0.003721,0.014188,5.962045,-7.08983224578465E+021,0,0.0401529584
IMG/15395510-1489358457331198.jpeg,0,-2.135204,0.690045,0.009711,0.015337,0.060842,0.997982,0.035877,0.002845,0.019339,5.962045,-7.08983224578465E+021,0,0.040856457
IMG/15395510-1489358457371204.jpeg,0,-2.135204,0.690045,0.009687,0.01545,0.061197,0.997959,0.035233,-0.001002,0.015493,5.960299,-7.08983224578465E+021,0,0.0385019654
IMG/15395510-1489358457411276.jpeg,0,-2.135204,0.690045,0.009561,0.01542,0.061601,0.997936,0.036125,0.002397,0.021211,5.962045,-7.08983224578465E+021,0,0.0419603117
IMG/15395510-1489358457451167.jpeg,0,-2.135204,0.690045,0.009559,0.01551,0.061948,0.997913,0.037303,0.003926,0.024861,5.960299,-7.08983224578465E+021,0,0.0449999623
